Unnamed: 0,bollinger_buy,bollinger_lower,bollinger_sell,bollinger_upper,macd_buy,macd_ema_diff,macd_signal_line,market_cap,price,rolling_mean,rolling_mean_buy,rolling_mean_sell,rsi,rsi_buy,rsi_sell,snapped_at,total_volume
429.0,False,548.9507271912664,False,675.0345461420669,True,11.377356009131859,616.8098952416591,8408206448.5625,648.1075,597.6358749999991,False,True,65.0353480888067,False,False,2014-07-02,25992122.1671542
430.0,False,550.6055438616615,False,671.574096138339,True,12.774739008807842,621.5046761933272,8308930858.41,640.2838,599.915899999999,False,True,66.3890626583584,False,False,2014-07-03,18539083.7471549
431.0,False,550.888520552461,False,670.3541527808726,True,12.674571968567536,622.6295009546619,8140821665.68,627.1288,602.772174999999,False,True,62.12424259865841,False,False,2014-07-04,22418156.5507615
432.0,False,552.2239610994983,False,666.9841322338356,True,12.487750817740336,623.6198607637298,8149049043.305,627.5813,604.9807399999993,False,True,61.93772922664354,False,False,2014-07-05,9292051.76934124
433.0,False,552.9439127445951,False,665.0890139220718,True,12.471986658912785,625.0963886109837,8195697095.9375,631.0025,606.9048649999993,False,True,61.8477539016176,False,False,2014-07-06,11187211.1338146
434.0,False,554.0621468210838,False,661.8232265122499,True,11.39952771215144,623.976110888787,8048556476.875,619.495,607.5216999999992,False,True,60.79864095288738,False,False,2014-07-07,18525910.6462055
435.0,False,555.2134362371344,False,658.6818837628659,True,10.473447024949335,623.1903887110298,8058075305.25,620.0475,608.3145749999992,False,True,62.44284046911321,False,False,2014-07-08,9269839.61047461
436.0,False,556.0610179457459,False,656.2513020542546,True,9.637504070304317,622.5843109688237,8060033472.0,620.16,609.6531599999993,False,True,72.50478753469379,False,True,2014-07-09,9329941.29985999
437.0,False,557.4702105608309,False,652.5801627725027,True,8.471280911305485,621.0929487750591,7994627579.25,615.1275,610.9067849999991,False,True,65.14847214431731,False,False,2014-07-10,15009203.9358684
438.0,False,557.4380510022662,False,652.6655423310673,True,8.714054437317145,623.0413590200474,8198773244.5,630.835,612.8856999999991,False,True,64.25178178422378,False,False,2014-07-11,15836826.824588299
439.0,False,560.7742884494036,False,653.7602378951283,True,9.028636678363227,625.1608862496328,8235215928.499609,633.638995167974,614.8158147583979,False,True,67.03237951244193,False,False,2014-07-12,13267457.870885199
440.0,False,561.5510491609632,False,655.1687453715243,True,8.679487800335776,625.6211735635733,8154939570.986059,627.462322819335,616.8815158993648,False,True,62.449654409011075,False,False,2014-07-13,11435029.1218
441.0,False,565.3479366287434,False,654.5853063375092,True,7.568552787746397,624.1379441521544,8034625267.99675,618.205026506479,618.6710172246885,True,False,38.680510030548064,False,False,2014-07-14,2646077079.35673
442.0,False,567.5752329355159,False,654.7275100307368,True,6.6715383096995975,623.1008553217234,8044339956.75,618.9525,621.5450572246882,True,False,34.563998973314234,False,False,2014-07-15,10776372.3179917
443.0,False,568.8596419336039,False,654.8849343659817,True,5.509415418811614,621.3101842573789,7981890813.25,614.1475,623.2730972246885,True,False,29.179780799933724,True,False,2014-07-16,13679053.322608301
444.0,False,569.2384999940492,False,655.5551896388698,True,5.233941183286107,621.6271474059031,8095579446.5,622.895,624.5060122246887,True,False,39.458667631364044,False,False,2014-07-17,14637445.2803154
445.0,False,569.7936892773884,False,656.521920355531,True,5.287431839973691,622.7054779247226,8173252759.88,627.0188,626.1133672246885,False,True,49.92511702574018,False,False,2014-07-18,14086517.6900698
